n,p,cens_rate,hetero,model_type,c0_threshold,mean_weight,std_weight,min_weight,max_weight,mean_censor_prob,std_censor_prob
2000,50,0.1,True,rsf,0.9386236909418388,1.394238016967519,0.810803588470703,0.5706442075215254,5.0,0.502220126714209,0.26181906651425396
2000,1,0.3,False,km,2.325286777299772,1.1046502038971031,0.5550777617794121,0.5325077863152012,5.0,0.5035741126561946,0.13474887129516694
2000,1,0.3,False,cox,2.325286777299772,1.1046502038971031,0.5550777617794121,0.5325077863152012,5.0,0.5035741126561946,0.13474887129516694
2000,1,0.3,False,weibull,2.325286777299772,1.1046502038971031,0.5550777617794121,0.5325077863152012,5.0,0.5035741126561946,0.13474887129516694
2000,1,0.3,False,rsf,2.325286777299772,1.1046502038971031,0.5550777617794121,0.5325077863152012,5.0,0.5035741126561946,0.13474887129516694
2000,1,0.3,True,km,2.3300086878765933,1.1271464546377883,0.6430402706945222,0.5477940952843054,5.0,0.4975652330288268,0.11767693803327396
2000,1,0.3,True,cox,2.3300086878765933,1.1271464546377883,0.6430402706945222,0.5477940952843054,5.0,0.4975652330288268,0.11767693803327396
2000,1,0.3,True,weibull,2.3300086878765933,1.1271464546377883,0.6430402706945222,0.5477940952843054,5.0,0.4975652330288268,0.11767693803327396
2000,1,0.3,True,rsf,2.3300086878765933,1.1271464546377883,0.6430402706945222,0.5477940952843054,5.0,0.4975652330288268,0.11767693803327396
2000,50,0.3,False,km,1.4123921283661316,1.4739862349735315,0.9332089804147573,0.5874763214601657,4.615850469397102,0.5004055639072486,0.2682038986066524
2000,50,0.3,False,cox,1.4123921283661316,1.4739862349735315,0.9332089804147573,0.5874763214601657,4.615850469397102,0.5004055639072486,0.2682038986066524
2000,50,0.3,False,weibull,1.4123921283661316,1.4739862349735315,0.9332089804147573,0.5874763214601657,4.615850469397102,0.5004055639072486,0.2682038986066524
2000,50,0.3,False,rsf,1.4123921283661316,1.4739862349735315,0.9332089804147573,0.5874763214601657,4.615850469397102,0.5004055639072486,0.2682038986066524
2000,50,0.3,True,km,0.7773837865084993,1.534534040054186,0.9993858496282693,0.5516453309108047,4.611320864871675,0.49943558844843977,0.28205636089879577
2000,50,0.3,True,cox,0.7773837865084993,1.534534040054186,0.9993858496282693,0.5516453309108047,4.611320864871675,0.49943558844843977,0.28205636089879577
2000,50,0.3,True,weibull,0.7773837865084993,1.534534040054186,0.9993858496282693,0.5516453309108047,4.611320864871675,0.49943558844843977,0.28205636089879577
2000,50,0.3,True,rsf,0.7773837865084993,1.534534040054186,0.9993858496282693,0.5516453309108047,4.611320864871675,0.49943558844843977,0.28205636089879577
2000,1,0.5,False,km,2.4027086074918595,1.070967408406174,0.28852490030244066,0.521017255813769,1.8928063745223158,0.49853020614181104,0.12509077141543515
2000,1,0.5,False,cox,2.4027086074918595,1.070967408406174,0.28852490030244066,0.521017255813769,1.8928063745223158,0.49853020614181104,0.12509077141543515
